"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY","6731","RTW_SP_SERVICETYPE","RTW_ST_PHY","PHYSIOTHERAPY"
161692,causative,"524",Other traffic and working surfaces,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161693,causative,"525",Floor openings and wall openings,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161694,causative,"526","Environmental factors (lighting, ventilation)",,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161695,causative,"529",Others - indoor,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161696,causative,"531",Roofs and faces of mine roads and tunnels,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161697,causative,"532",Floors of mine roads and tunnels,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161698,causative,"533","Working faces of mines, tunnels",,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161699,causative,"534",Mine shafts,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161700,causative,"535",Fire,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161701,causative,"536",Water,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161702,causative,"539",Others - underground,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161703,causative,"611",Live animals,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161704,causative,"612",Animal products,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161705,causative,"620","Other agencies, not elsewhere classified",,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161706,causative,"700",Agencies not classified for lack of data,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161707,CEO,designation,Chief Executive Officer,Ketua Eksekutif,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161708,CEO,idno,"540000000000","540000000000",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161709,CEO,name,Muhammad Zikrie bin Hasim,Muhammad Zikrie bin Hasim,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161710,closereason,"1",No Confirmation of Insured Person/Dependant/Claimant,Tiada Pengesahan Orang Berinsurans/Orang Tanggungan/Pihak yang Menuntut,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161711,closereason,"2",No police report,Tiada Laporan Polis,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161712,closereason,"3",Incomplete information/document,Maklumat/Dokumen Tidak Lengkap,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161713,closereason,"4",No medical report,Tiada Laporan Perubatan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161714,closereason,"5",Section 96 (Invalidity),Seksyen 96 (Ilat),,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161715,closereason,"6",Section 96 (HUK),Seksyen 96 (HUK),,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161716,closereason,"7",No confirmation on end of employment,Tiada Pengesahan Berhenti Kerja,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161717,closereason,"8",Suspend,Gantung,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161718,closereason,"9","5M","5M",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161719,closereason,"10",Dependant is eligible for another benefit,OT layak di bawah faedah lain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161720,closetype,"1",Transfer File,Pindah Fail,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161721,closetype,"2",Insured Person Request,Permintaan OB,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161722,closetype,"3",Transit Medical Board,Tumpang Jemaah Doktor,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161723,colorcode,I,#27AE60,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161724,colorcode,N,#FF0000,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161725,communication_rate,"1",Once a week,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161726,communication_rate,"2",Two times per month,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161727,communication_rate,"3",Once a month,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161728,communication_rate,"4",Two months a time,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161729,contracttype,"1",Lisan,Lisan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161730,contracttype,"2",Bertulis,Bertulis,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161731,contracttype,"3",Lain-lain,Lain-lain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161732,contrsts,"1",Surplus,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161733,contrsts,"2",Deficit,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161734,contrsts,"3",Arrears,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161735,correspaddtype,"1",Employer Premise,Alamat Majikan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161736,correspaddtype,"2",Insured Person Premise,Alamat Orang Berinsurans,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161737,correspaddtype,"3",Others,Lain-lain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161738,courttype,"1",SSAB,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161739,courttype,"2",High Court,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161740,courttype,"3",Court of Appeal,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161741,courttype,"4",Federal Court,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161742,days,"1",Monday,Isnin,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161743,days,"2",Tuesday,Selasa,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161744,days,"3",Wednesday,Rabu,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161745,days,"4",Thursday,Khamis,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161746,days,"5",Friday,Jumaat,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161747,days,"6",Saturday,Sabtu,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161748,days,"7",Sunday,Ahad,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161749,decision,"1",Query,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161750,decision,"2",Recommendation,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161751,decision,"3",Review case,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161752,decision,"4",Review Assessment result,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161753,dependantinfo,"1",Yes,Ya,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161754,dependantinfo,"2",No,Tidak,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161755,dependantinfo,"3",Insufficient,Tidak Lengkap,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161756,dfemptype,"1",Majikan Utama,Majikan Utama,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161757,dfemptype,"2",Majikan Langsung,Majikan Langsung,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161758,disable,"1",Before,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161759,disable,"2",After,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161760,distyp,"1",Single,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161761,distyp,"2",Multiple,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161762,doc_special,"1",Occupational Health,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161763,doc_special,"2",Ophthalmology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161764,doc_special,"3",Otorhinolaryngology (ENT),NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161765,doc_special,"4",Cardiology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161766,doc_special,"5",Orthopaedic,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161767,doc_special,"6",Psychiatry,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161768,doc_special,"7",Neurology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161769,doc_special,"8",Oncology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161770,doc_special,"9",Nephrology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161771,doc_special,"10",Dermatology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161772,doc_special,"11",Plastic and Reconstructive,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161773,doc_special,"12",Respiratory,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161774,doc_special,"13",General Surgery,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161775,doc_special,"14",Dental / Maxillofacial,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161776,doc_special,"15",Rehabilitation,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161777,doc_special,"16",Neurosurgery,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161778,doc_special,"17",Endocrinology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161779,doc_special,"18",Anaesthesiology and Critical Care,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161780,doc_special,"19",General Medicine,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161781,doc_special,"20",Haematology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161782,doc_special,"21",Gastroenterology & Hepatology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161783,doc_special,"22",Infectious Diseases,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161784,doc_special,"23",Rheumatology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161785,doc_special,"24",Sports Medicine,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161786,doc_special,"25",Obstetrics & Gyneacology (O&G),NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161787,doc_special,"26",Cardiothoracic Surgery,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161788,doc_special,"27",Urology,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161789,doc_type_oc,"1",Original,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161790,doc_type_oc,"2",Copy,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161791,doccat,C,Case Profile,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161792,doccat,O,OB/OT Profile,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161793,docsrc,"1",Offline,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161794,docsrc,"2",Online,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161795,docsts,"1",Not Required,Tidak Diperlukan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161796,docsts,"2",Required,Diperlukan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161797,docsts,"3",Received,Diterima,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161798,docsts,"4",Viewed,Disemak,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161799,doctor_type,"1",PERKESO Doctor,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161800,doctor_type,"2",External Doctor,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161801,doctype,"1",Original,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161802,doctype,"2",Copy,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161803,doctype,C01,Medical Report,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161804,doctype,C02,Police Report,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161805,doctype,O01,Copy of IC,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161806,doctype,O02,Death Certificate,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161807,doctype,O03,Marriage Certificate,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161808,doctype,O04,Adoption Certificate,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161809,doctype,O05,Bank Account Info,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161810,doctype,O06,Wages Info,NULL,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161811,doubtfultype,"1",Carpenter,Carpenter,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161812,doubtfultype,"2",Director,Director,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161813,doubtfultype,"3",Driver,Driver,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161814,doubtfultype,"4",Mandor,Mandor,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161815,doubtfultype,"5",General,General,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161816,edulvl,"1",Certificate,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161817,edulvl,"2",Diploma,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161818,edulvl,"3",Degree,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161819,edulvl,"4",Master,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161820,edulvl,"5",PHD,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161821,edulvl,"6",Others,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161822,emptype,"1",Badan Berkanun,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161823,emptype,"2",Swasta,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161824,emptype,"3",Kerajaan,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161825,f34submitby,"1",Employer,Majikan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161826,f34submitby,"2",Others,Lain-lain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161827,f34submitby,"3",Insured Person,Insured Person,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161828,gender,"2",Male,Lelaki,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161829,gender,"3",Female,Perempuan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161830,hussts,"1",MC,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161831,hussts,"2",Light Duty,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161832,idtype,"2",New IC No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161833,idtype,"3",Old IC No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161834,idtype,"4",New Passport No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161835,idtype,"5",Army No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161836,idtype,"6",Police No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161837,idtype,"7",Social Security No.,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161838,idtype,"13",Cid,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161839,idtype,"99",Others,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161840,fe_ob_relation,"1",Husband/Wife,Suami/Isteri,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161841,fe_ob_relation,"2",Mother/Father,Ibu/Bapa,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161842,fe_ob_relation,"3",Children,Anak,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161843,fe_ob_relation,"4",Siblings,Adik - Beradik,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161844,fe_ob_relation,"5",Nearest Keen,Saudara - mara,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161845,fe_ob_relation,"6",Others,Lain - Iain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161846,features,"1",New Claim,Tuntutan Baru,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161847,features,"2",Revision,Ulang kaji,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161848,features,"3",Others,Lain-lain,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161849,features,"4",All,Semua,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161850,fpmeligible,"1",Recommend,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161851,fpmeligible,"2",Reject,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161852,fpmeligible,"3",Pending,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161853,fpmeligible,"5",Approved,Approved,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161854,fpmeligible,"6",Reject,Reject,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161855,fpmeligible,"7",Pending,Pending,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161856,iaapploc,"1",Insured Person Residential,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161857,iaapploc,"2",Employer Premis,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161858,iaapploc,"3",SOCSO Office,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161859,iaapploc,"4",Hospital,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161860,iaapploc,"5",Other,,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161861,ilatapprove,N,Non-Invalidity,Tidak Ilat,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161862,ilatapprove,NP,Invalidity Without Payment,Ilat Tanpa Bayaran,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161863,ilatapprove,WP,Invalidity With Payment,Ilat Dengan Bayaran,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161864,inconsistent,"1",Accident Info,Maklumat Kemalangan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161865,inconsistent,"2",MC Info,Maklumat MC,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161866,inconsistent,"3",Wages Info,Maklumat Gaji,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161867,inconsistent,"4",OD Info,Maklumat Penyakit Khidmat,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161868,inconsistent,"5",Invalidity Info,Maklumat Keilatan,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161869,inconsistent,"6",Death Info,Maklumat Kematian,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161870,industcode,"1",Activities not adequately defined,Activities not adequately defined,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161871,industcode,"1111","Agriculture, temporary crops","Agriculture, temporary crops",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161872,industcode,"1112","Agriculture, permanent crops","Agriculture, permanent crops",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161873,industcode,"1119",Livestock,Livestock,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161874,industcode,"1120",Agricultural Services,Agricultural Services,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161875,industcode,"1130","Hunting, Trapping and Game Propagation","Hunting, Trapping and Game Propagation",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161876,industcode,"1210",Forestry,Forestry,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161877,industcode,"1220",Logging,Logging,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161878,industcode,"1301",Ocean and coastal fishing,Ocean and coastal fishing,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161879,industcode,"1302",Fishing not elsewhere classified,Fishing not elsewhere classified,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161880,industcode,"2100",Coal Mining,Coal Mining,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161881,industcode,"2200",Crude Petroleum and Natural Gas production,Crude Petroleum and Natural Gas production,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161882,industcode,"2301",Iron ore mining,Iron ore mining,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161883,industcode,"2302",Non-Ferrous ore mining,Non-Ferrous ore mining,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161884,industcode,"2901","Stone quarrying, clay and sand pits","Stone quarrying, clay and sand pits",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161885,industcode,"2902","Chemical and fertiliser, mineral mining","Chemical and fertiliser, mineral mining",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161886,industcode,"2903",Salt mining,Salt mining,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161887,industcode,"2909","Mining and quarrying, n.e.c.","Mining and quarrying, n.e.c.",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161888,industcode,"3111","Salughtering, preparing and preserving meat","Salughtering, preparing and preserving meat",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161889,industcode,"3112",Manufacture of dairy products,Manufacture of dairy products,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161890,industcode,"3113",Canning and preserving of fruits and vege,Canning and preserving of fruits and vege,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161891,industcode,"3114","Canning, preserving and processing of fish","Canning, preserving and processing of fish",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161892,industcode,"3115",Manufactura of vege and animal oils and fats,Manufactura of vege and animal oils and fats,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161893,industcode,"3116",Grain mill products,Grain mill products,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161894,industcode,"3117",Manufacture of bakery products,Manufacture of bakery products,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161895,industcode,"3118",Sugar factories and refineries,Sugar factories and refineries,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161896,industcode,"3119","Manufacture of cocoa, chocolate and sugar","Manufacture of cocoa, chocolate and sugar",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161897,industcode,"3121",Manufacture of food products n.e.c.,Manufacture of food products n.e.c.,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161898,industcode,"3122",Manufacture of prepared animal feeds,Manufacture of prepared animal feeds,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161899,industcode,"3131","Distilling, rectifying and blending spirits","Distilling, rectifying and blending spirits",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161900,industcode,"3132",Wine industries,Wine industries,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161901,industcode,"3133",Malt liquors and malt,Malt liquors and malt,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161902,industcode,"3134",Soft drinks and carbonated water industries,Soft drinks and carbonated water industries,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161903,industcode,"3140",Tobacco Manufactures,Tobacco Manufactures,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161904,industcode,"3211","Spinning, weaving and finishing textiles","Spinning, weaving and finishing textiles",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161905,industcode,"3212",Manufacture of made-up textile goods,Manufacture of made-up textile goods,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161906,industcode,"3213",Knitting mills,Knitting mills,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161907,industcode,"3214",Manufacture of carpets and rugs,Manufacture of carpets and rugs,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161908,industcode,"3215","Cordage, rope and twine industries","Cordage, rope and twine industries",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161909,industcode,"3219","Manufacture of textiles, n.e.c.","Manufacture of textiles, n.e.c.",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161910,industcode,"3220","Manufacture of wearing apparel, exc footwear","Manufacture of wearing apparel, exc footwear",,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
161911,industcode,"3231",Tanneries and leather finishing,Tanneries and leather finishing,,,2021-01-19 15:52:40,2021-01-19 15:52:40,,,,,
